Step(s),Voltage(V),Current_inv(A),SOC_true(%)
8852,3.2999,55.99997,20.084087
8853,3.3002,55.98122,20.089613
8854,3.3005,55.98239,20.095139
8855,3.3008,56.00222,20.100667
8856,3.3011,55.98667,20.106194
8857,3.3014,55.99372,20.111721
8858,3.3015,55.98609,20.117247
8859,3.3019,55.98232,20.122773
8860,3.3022,55.99358,20.128301
8861,3.3024,56.00993,20.133829
8862,3.3026,55.98551,20.139356
8863,3.3029,55.98457,20.144882
8864,3.3031,55.97773,20.150407
8865,3.3034,55.97687,20.155933
8866,3.3036,55.99932,20.161461
8867,3.3039,56.01668,20.16699
8868,3.3041,55.98929,20.172517
8869,3.3043,55.98522,20.178043
8870,3.3045,55.95165,20.183566
8871,3.3046,55.98377,20.189092
8872,3.3049,55.97011,20.194617
8873,3.305,56.00477,20.200145
8874,3.3052,55.9797,20.205671
8875,3.3055,55.96371,20.211195
8876,3.3056,56.00593,20.216724
8877,3.3058,55.98515,20.22225
8878,3.3061,55.97606,20.227775
8879,3.3061,55.94983,20.233298
8880,3.3063,56.02605,20.238829
8881,3.3065,55.98667,20.244355
8882,3.3066,56.01377,20.249884
8883,3.3068,56.01726,20.255414
8884,3.307,55.98696,20.26094
8885,3.3072,55.98573,20.266467
8886,3.3073,55.96175,20.27199
8887,3.3074,55.95761,20.277514
8888,3.3076,55.98907,20.283041
8889,3.3078,55.97679,20.288566
8890,3.3079,55.98239,20.294092
8891,3.308,55.98973,20.299619
8892,3.3082,55.96298,20.305143
8893,3.3083,55.99714,20.310671
8894,3.3085,55.98885,20.316197
8895,3.3087,55.98108,20.321723
8896,3.3088,55.99162,20.32725
8897,3.3089,55.99387,20.332777
8898,3.309,55.96996,20.338302
8899,3.3092,56.01879,20.343832
8900,3.3093,55.9938,20.349359
8901,3.3094,55.9943,20.354886
8902,3.3095,55.98813,20.360413
8903,3.3097,55.99111,20.36594
8904,3.3098,55.9805,20.371466
8905,3.3099,55.98624,20.376992
8906,3.31,55.99547,20.382519
8907,3.3101,56.01421,20.388048
8908,3.3102,56.01341,20.393578
8909,3.3103,55.99081,20.399104
8910,3.3104,55.96487,20.404629
8911,3.3105,56.01421,20.410158
8912,3.3107,56.00767,20.415686
8913,3.3108,55.9906,20.421213
8914,3.3109,56.00615,20.426742
8915,3.311,55.99358,20.432269
8916,3.311,55.99467,20.437796
8917,3.3112,55.99307,20.443323
8918,3.3113,55.98849,20.44885
8919,3.3114,55.98036,20.454376
8920,3.3116,55.997,20.459903
8921,3.3116,55.97367,20.465428
8922,3.3117,55.96088,20.470952
8923,3.3117,55.99663,20.47648
8924,3.3118,56.00033,20.482007
8925,3.3119,56.0209,20.487537
8926,3.3122,56.02787,20.493068
8927,3.312,56.00222,20.498596
8928,3.3122,55.97984,20.504122
8929,3.3123,55.99511,20.509649
8930,3.3123,56.01726,20.515178
8931,3.3125,55.99081,20.520705
8932,3.3126,55.99837,20.526233
8933,3.3126,56.0129,20.531762
8934,3.3127,55.99837,20.53729
8935,3.3128,55.99191,20.542816
8936,3.3129,56.00687,20.548345
8937,3.313,55.99837,20.553873
8938,3.3131,56.00084,20.5594
8939,3.3133,55.99852,20.564928
8940,3.3133,55.9858,20.570454
8941,3.3132,55.98878,20.575981
8942,3.3134,56.02177,20.581511
8943,3.3134,55.97142,20.587036
8944,3.3134,55.98588,20.592562
8945,3.3135,56.00782,20.598091
8946,3.3136,56.01298,20.60362
8947,3.3137,55.98871,20.609147
8948,3.3138,55.99132,20.614674
8949,3.3139,55.99757,20.620201
8950,3.314,55.99322,20.625728
8951,3.3141,55.98566,20.631255
8952,3.3141,56.00157,20.636782
8953,3.3141,55.993,20.64231
8954,3.3141,55.94758,20.647832
8955,3.3144,55.98079,20.653358
8956,3.3143,55.99714,20.658886
8957,3.3145,55.96379,20.66441
8958,3.3144,55.985,20.669936
8959,3.3145,55.99314,20.675463
8960,3.3146,55.99147,20.68099
8961,3.3147,56.00549,20.686518
8962,3.3147,55.99118,20.692045
8963,3.3148,55.96778,20.69757
8964,3.3148,55.98282,20.703096
8965,3.3149,55.9749,20.708621
8966,3.3148,55.94286,20.714143
8967,3.3149,55.95231,20.719666
8968,3.315,55.99111,20.725193
8969,3.3151,55.98703,20.73072
8970,3.3151,56.01196,20.736249
8971,3.3152,56.03158,20.74178
8972,3.3152,56.00942,20.747308
8973,3.3153,55.99445,20.752836
8974,3.3154,56.03012,20.758366
8975,3.3154,55.98921,20.763893
8976,3.3154,55.98602,20.769419
8977,3.3155,55.95536,20.774943
8978,3.3156,56.00353,20.780471
8979,3.3157,55.99103,20.785998
8980,3.3157,55.98341,20.791524
8981,3.3157,55.97752,20.79705
8982,3.3159,55.99452,20.802577
8983,3.3159,55.96655,20.808101
8984,3.3159,55.9858,20.813628
8985,3.316,55.98493,20.819154
8986,3.3161,55.99016,20.824681
8987,3.3161,55.99532,20.830208
8988,3.3162,55.99467,20.835735
8989,3.3162,55.94017,20.841257
8990,3.3162,55.9805,20.846783
8991,3.3163,55.99954,20.852311
8992,3.3163,55.99074,20.857838
8993,3.3164,55.99576,20.863365
8994,3.3165,55.98973,20.868892
8995,3.3165,55.98827,20.874418
8996,3.3166,56.00716,20.879947
8997,3.3166,55.99118,20.885474
8998,3.3166,56.02751,20.891004
8999,3.3166,55.96938,20.896529
9000,3.3168,55.98507,20.902055
9001,3.3167,56.00237,20.907583
9002,3.3168,55.98384,20.913109
9003,3.3168,55.97672,20.918635
9004,3.3169,55.98399,20.924161
9005,3.317,55.9938,20.929688
9006,3.317,56.01734,20.935218
9007,3.317,55.99779,20.940745
9008,3.3171,55.98122,20.946271
9009,3.3172,55.94483,20.951794
9010,3.3172,55.99394,20.957321
9011,3.3172,55.99881,20.962848
9012,3.3174,55.96866,20.968373
9013,3.3174,55.99009,20.9739
9014,3.3174,55.98914,20.979427
9015,3.3175,56.0217,20.984956
9016,3.3175,55.97919,20.990482
9017,3.3176,55.99837,20.99601
9018,3.3176,55.97716,21.001535
9019,3.3176,55.98093,21.007061
9020,3.3177,55.99111,21.012588
9021,3.3178,55.99212,21.018115
9022,3.3178,55.99569,21.023642
9023,3.3179,55.99547,21.02917
9024,3.3178,56.02896,21.0347
9025,3.3179,55.99881,21.040228
9026,3.318,55.9922,21.045755
9027,3.318,55.97556,21.05128
9028,3.318,55.99038,21.056807
9029,3.3181,55.98406,21.062333
9030,3.3181,55.98827,21.06786
9031,3.3182,55.9789,21.073386
9032,3.3182,56.00578,21.078914
9033,3.3183,55.99074,21.084441
9034,3.3182,56.01283,21.08997
9035,3.3183,55.98747,21.095497
9036,3.3184,55.97716,21.101022
9037,3.3185,55.98718,21.106549
9038,3.3185,56.01407,21.112078
9039,3.3186,55.97635,21.117603
9040,3.3185,55.98776,21.12313
9041,3.3187,55.9688,21.128654
9042,3.3187,55.99176,21.134181
9043,3.3187,55.993,21.139709
9044,3.3187,56.03209,21.145239
9045,3.3187,55.99183,21.150766
9046,3.3187,55.9959,21.156294
9047,3.3188,55.97861,21.161819
9048,3.3189,55.96451,21.167344
9049,3.3189,55.99707,21.172871
9050,3.3189,55.99823,21.178399
9051,3.319,56.00731,21.183927
9052,3.319,56.00527,21.189456
9053,3.3191,55.98173,21.194982
9054,3.3192,56.00716,21.20051
9055,3.3192,55.99263,21.206037
9056,3.3192,56.01966,21.211567
9057,3.3193,55.98588,21.217093
9058,3.3193,55.99031,21.22262
9059,3.3193,56.00091,21.228148
9060,3.3193,55.97883,21.233674
9061,3.3194,56.0044,21.239202
9062,3.3194,55.97788,21.244727
9063,3.3195,56.00171,21.250255
9064,3.3196,56.00411,21.255784
9065,3.3196,56.00033,21.261311
9066,3.3196,55.99089,21.266838
9067,3.3196,55.98849,21.272365
9068,3.3197,55.99997,21.277893
9069,3.3197,55.99256,21.28342
9070,3.3197,55.97825,21.288945
9071,3.3197,56.0044,21.294473
9072,3.3198,55.97628,21.299999
9073,3.3199,56.00956,21.305528
9074,3.3199,55.98057,21.311054
9075,3.3199,55.9954,21.316581
9076,3.3199,56.0076,21.322109
9077,3.3199,55.9813,21.327635
9078,3.3199,55.98239,21.333161
9079,3.32,56.01581,21.338691
9080,3.3201,55.99532,21.344218
9081,3.3201,55.99125,21.349745
9082,3.3201,55.96204,21.355269
9083,3.3202,55.98936,21.360796
9084,3.3201,55.99125,21.366323
9085,3.3202,55.9781,21.371848
9086,3.3202,55.99212,21.377375
9087,3.3203,55.98703,21.382902
9088,3.3203,55.99031,21.388428
9089,3.3203,55.9914,21.393955
9090,3.3203,55.9845,21.399482
9091,3.3203,55.98522,21.405008
9092,3.3204,55.98144,21.410534
9093,3.3205,55.98421,21.41606
9094,3.3205,55.99845,21.421588
9095,3.3205,55.98595,21.427114
9096,3.3206,55.98478,21.43264
9097,3.3206,55.99234,21.438167
9098,3.3206,55.99474,21.443695
9099,3.3207,55.9938,21.449222
9100,3.3208,55.9821,21.454748
9101,3.3208,55.98195,21.460274
9102,3.3208,55.99496,21.465801
9103,3.3209,55.97657,21.471327
9104,3.3209,55.9874,21.476853
9105,3.3209,55.989,21.48238
9106,3.321,55.97294,21.487905
9107,3.3209,55.99503,21.493432
9108,3.321,55.98703,21.498959
9109,3.321,56.01167,21.504488
9110,3.321,55.96604,21.510012
9111,3.321,56.00724,21.515541
9112,3.321,55.97657,21.521066
9113,3.3211,56.00484,21.526594
9114,3.3211,55.99285,21.532121
9115,3.3212,55.99757,21.537649
9116,3.3213,55.98246,21.543175
9117,3.3213,56.01458,21.548704
9118,3.3214,55.98682,21.554231
9119,3.3214,55.99307,21.559758
9120,3.3215,55.99474,21.565285
9121,3.3214,55.98805,21.570812
9122,3.3215,55.98377,21.576338
9123,3.3215,56.02831,21.581868
9124,3.3215,55.98122,21.587394
9125,3.3216,55.99191,21.592921
9126,3.3215,55.99343,21.598448
9127,3.3215,55.98732,21.603975
9128,3.3217,55.99191,21.609502
9129,3.3218,55.97795,21.615027
9130,3.3218,55.99169,21.620554
9131,3.3218,55.99387,21.626081
9132,3.3218,56.00259,21.63161
9133,3.3219,55.99292,21.637137
9134,3.3219,55.98703,21.642663
9135,3.322,55.97098,21.648188
9136,3.322,55.97592,21.653713
9137,3.3219,55.98544,21.65924
9138,3.3219,55.98805,21.664766
9139,3.322,56.00317,21.670294
9140,3.3221,55.9898,21.675821
9141,3.3221,55.99089,21.681348
9142,3.3221,55.997,21.686876
9143,3.3222,55.9821,21.692402
9144,3.3222,55.98842,21.697928
9145,3.3222,55.97614,21.703454
9146,3.3223,55.96866,21.708978
9147,3.3223,55.99757,21.714506
9148,3.3224,55.997,21.720033
9149,3.3224,55.98115,21.725559
9150,3.3224,55.97752,21.731085
9151,3.3224,55.9797,21.736611
9152,3.3224,55.98798,21.742137
9153,3.3225,55.98929,21.747664
9154,3.3224,55.98885,21.753191
9155,3.3225,55.97432,21.758716
9156,3.3225,55.99532,21.764243
9157,3.3226,55.99416,21.76977
9158,3.3225,55.97185,21.775295
9159,3.3226,55.99481,21.780823
9160,3.3226,55.97461,21.786348
9161,3.3227,55.96284,21.791872
9162,3.3227,55.98239,21.797398
9163,3.3227,55.98769,21.802925
9164,3.3228,56.00731,21.808453
9165,3.3228,55.98036,21.813979
9166,3.3228,55.98754,21.819505
9167,3.3229,55.98914,21.825032
9168,3.3229,55.98965,21.830559
9169,3.323,55.99169,21.836086
9170,3.323,55.98798,21.841612
9171,3.3231,55.97941,21.847138
9172,3.323,55.9882,21.852665
9173,3.3231,55.9813,21.858191
9174,3.3232,55.98457,21.863717
9175,3.3232,55.98566,21.869243
9176,3.3232,55.98304,21.874769
9177,3.3232,56.002,21.880297
9178,3.3233,55.99481,21.885825
9179,3.3233,56.00113,21.891353
9180,3.3233,55.98667,21.896879
9181,3.3233,55.98217,21.902405
9182,3.3233,55.98703,21.907931
9183,3.3233,56.00811,21.91346
9184,3.3234,55.98856,21.918987
9185,3.3236,55.97338,21.924512
9186,3.3236,56.00251,21.93004
9187,3.3235,55.95993,21.935564
9188,3.3236,55.96066,21.941088
9189,3.3236,55.99074,21.946614
9190,3.3236,55.95942,21.952138
9191,3.3237,55.99416,21.957665
9192,3.3237,55.99365,21.963193
9193,3.3237,55.96153,21.968717
9194,3.3237,55.98958,21.974243
9195,3.3237,55.98392,21.979769
9196,3.3238,55.97142,21.985294
9197,3.3237,55.98689,21.990821
9198,3.3238,55.99416,21.996348
9199,3.3239,55.98995,22.001875
9200,3.3239,55.99576,22.007402
9201,3.3239,55.98856,22.012929
9202,3.3239,55.98195,22.018455
9203,3.3239,55.98478,22.023981
9204,3.324,55.98646,22.029508
9205,3.324,55.98646,22.035034
9206,3.324,55.99867,22.040562
9207,3.3241,55.99125,22.046089
9208,3.3242,55.97563,22.051614
9209,3.3241,55.97417,22.057139
9210,3.3241,55.9789,22.062665
9211,3.3242,55.98173,22.068191
9212,3.3242,56.00033,22.073719
9213,3.3242,55.98921,22.079245
9214,3.3243,55.99641,22.084773
9215,3.3244,55.9991,22.0903
9216,3.3244,55.99547,22.095828
9217,3.3244,55.9866,22.101354
9218,3.3243,55.99489,22.106882
9219,3.3243,55.97933,22.112407
9220,3.3245,56.00302,22.117935
9221,3.3245,55.96946,22.12346
9222,3.3246,55.97585,22.128985
9223,3.3246,55.97207,22.13451
9224,3.3246,56.00956,22.140039
9225,3.3246,55.99081,22.145566
9226,3.3246,55.98951,22.151093
9227,3.3245,55.99125,22.15662
9228,3.3247,56.00949,22.162148
9229,3.3247,55.99081,22.167675
9230,3.3248,55.9914,22.173202
9231,3.3248,56.04313,22.178734
9232,3.3248,55.99452,22.184261
9233,3.3248,55.99263,22.189789
9234,3.3248,56.00644,22.195317
9235,3.3249,55.99256,22.200844
9236,3.3249,55.99103,22.206371
9237,3.325,55.99198,22.211898
9238,3.325,55.98849,22.217425
9239,3.325,55.98646,22.222951
9240,3.325,55.98108,22.228477
9241,3.3251,56.0004,22.234005
9242,3.3251,55.99394,22.239532
9243,3.3251,55.98689,22.245058
9244,3.3251,55.99729,22.250586
9245,3.3252,55.98943,22.256113
9246,3.3252,56.00499,22.261641
9247,3.3252,55.97701,22.267166
9248,3.3252,55.99169,22.272693
9249,3.3252,55.97977,22.278219
9250,3.3252,55.97519,22.283744
9251,3.3253,56.00535,22.289273
9252,3.3253,55.98093,22.294799
9253,3.3254,55.98442,22.300325
9254,3.3253,55.99794,22.305852
9255,3.3254,55.97854,22.311378
9256,3.3255,55.99074,22.316905
9257,3.3254,55.98377,22.322431
9258,3.3255,55.9906,22.327958
9259,3.3255,56.00099,22.333486
9260,3.3255,55.98791,22.339012
9261,3.3256,55.98115,22.344538
9262,3.3256,56.01515,22.350068
9263,3.3256,55.96284,22.355592
9264,3.3256,55.97672,22.361117
9265,3.3256,55.97192,22.366642
9266,3.3256,56.01218,22.372171
9267,3.3256,55.97302,22.377696
9268,3.3257,55.99045,22.383223
9269,3.3256,55.96269,22.388747
9270,3.3257,55.98311,22.394273
9271,3.3258,55.99459,22.399801
9272,3.3258,56.0068,22.405329
9273,3.3259,55.98885,22.410856
9274,3.3259,56.00084,22.416384
9275,3.3261,55.98995,22.42191
9276,3.326,55.98929,22.427437
9277,3.3261,55.9967,22.432964
9278,3.326,55.98275,22.438491
9279,3.3261,55.97766,22.444016
9280,3.3261,55.98493,22.449542
9281,3.3262,56.00055,22.45507
9282,3.3261,56.01102,22.460599
9283,3.3262,55.98951,22.466126
9284,3.3261,56.00317,22.471654
9285,3.3263,55.9975,22.477181
9286,3.3263,55.98101,22.482707
9287,3.3263,55.95412,22.488231
9288,3.3263,55.97933,22.493756
9289,3.3263,55.98791,22.499283
9290,3.3264,55.97512,22.504808
9291,3.3265,55.97272,22.510333
9292,3.3264,55.98551,22.51586
9293,3.3264,55.98965,22.521386
9294,3.3265,55.96568,22.526911
9295,3.3264,55.99511,22.532438
9296,3.3266,55.99714,22.537966
9297,3.3266,56.01065,22.543494
9298,3.3266,55.98239,22.54902
9299,3.3266,55.997,22.554548
9300,3.3267,55.97527,22.560073
9301,3.3267,55.99212,22.5656
9302,3.3266,55.98421,22.571126
9303,3.3268,55.9712,22.576651
9304,3.3267,56.02141,22.582181
9305,3.3268,55.97839,22.587707
9306,3.3268,56.00745,22.593235
9307,3.3268,56.01094,22.598764
9308,3.3268,55.96553,22.604289
9309,3.327,55.99031,22.609815
9310,3.3269,55.98718,22.615342
9311,3.327,55.99605,22.620869
9312,3.327,55.99416,22.626397
9313,3.327,55.99736,22.631924
9314,3.3271,55.99481,22.637451
9315,3.327,55.99852,22.642979
9316,3.3271,55.99191,22.648506
9317,3.3271,55.9757,22.654031
9318,3.3271,55.97708,22.659557
9319,3.3272,55.9781,22.665082
9320,3.3272,55.95993,22.670606
9321,3.3272,55.98377,22.676132
9322,3.3272,55.99358,22.68166
9323,3.3272,55.99743,22.687187
9324,3.3272,55.99968,22.692715
9325,3.3272,55.97723,22.69824
9326,3.3273,55.99089,22.703767
9327,3.3275,55.98885,22.709294
9328,3.3274,56.01022,22.714823
9329,3.3274,55.99511,22.72035
9330,3.3274,55.993,22.725877
9331,3.3274,55.9874,22.731404
9332,3.3275,55.96444,22.736928
9333,3.3275,55.98181,22.742454
9334,3.3275,55.98225,22.74798
9335,3.3275,55.9829,22.753506
9336,3.3276,55.98965,22.759033
9337,3.3276,56.00331,22.764561
9338,3.3276,55.9882,22.770087
9339,3.3277,55.99474,22.775615
9340,3.3277,55.98406,22.781141
9341,3.3278,55.99285,22.786668
9342,3.3278,56.01545,22.792197
9343,3.3279,55.99663,22.797725
9344,3.3278,55.98696,22.803251
9345,3.3278,56.00513,22.808779
9346,3.3279,55.99649,22.814307
9347,3.3278,55.99489,22.819834
9348,3.3279,55.99081,22.825361
9349,3.3279,56.00426,22.830889
9350,3.328,55.98732,22.836416
9351,3.328,55.96676,22.84194
9352,3.328,56.01,22.847469
9353,3.328,55.9906,22.852996
9354,3.3281,56.00396,22.858524
9355,3.3282,55.98319,22.86405
9356,3.3282,55.99292,22.869577
9357,3.3282,55.997,22.875105
9358,3.3283,55.97585,22.88063
9359,3.3282,55.98856,22.886157
9360,3.3282,55.99111,22.891684
9361,3.3282,55.99823,22.897211
9362,3.3283,55.98225,22.902737
9363,3.3283,56.00651,22.908266
9364,3.3284,55.98217,22.913792
9365,3.3284,55.99103,22.919319
9366,3.3284,55.98014,22.924844
9367,3.3284,56.00659,22.930373
9368,3.3285,56.00237,22.935901
9369,3.3285,55.99837,22.941428
9370,3.3285,56.01261,22.946957
9371,3.3286,55.99612,22.952485
9372,3.3286,55.9858,22.958011
9373,3.3285,55.98725,22.963538
9374,3.3285,55.98406,22.969064
9375,3.3287,55.98122,22.97459
9376,3.3286,55.97106,22.980115
9377,3.3287,56.0044,22.985643
9378,3.3286,55.98093,22.991169
9379,3.3287,56.03528,22.9967
9380,3.3287,55.96691,23.002225
9381,3.3288,56.00324,23.007753
9382,3.3288,55.98813,23.013279
9383,3.3289,56.00855,23.018808
9384,3.3288,55.96197,23.024332
9385,3.3289,55.99721,23.029859
9386,3.329,56.01341,23.035389
9387,3.3289,55.9975,23.040916
9388,3.3289,55.9805,23.046442
9389,3.3289,55.99511,23.051969
9390,3.329,55.99089,23.057496
9391,3.3291,55.98225,23.063022
9392,3.329,55.98718,23.068549
9393,3.3291,56.00193,23.074077
9394,3.3291,55.98696,23.079603
9395,3.3291,55.98914,23.08513
9396,3.3291,55.99932,23.090658
9397,3.3291,55.99162,23.096184
9398,3.3292,55.97556,23.10171
9399,3.3292,55.98638,23.107236
9400,3.3293,55.99198,23.112763
9401,3.3293,56.00004,23.118291
9402,3.3293,55.98892,23.123818
9403,3.3293,55.993,23.129345
9404,3.3293,55.99183,23.134872
9405,3.3294,55.99118,23.140399
9406,3.3293,55.99939,23.145926
9407,3.3294,55.98856,23.151453
9408,3.3294,55.99191,23.15698
9409,3.3294,55.98973,23.162507
9410,3.3294,55.98907,23.168033
9411,3.3295,55.98558,23.17356
9412,3.3294,55.98711,23.179086
9413,3.3296,55.98464,23.184613
9414,3.3296,55.98006,23.190138
9415,3.3297,55.99183,23.195665
9416,3.3296,55.95841,23.201189
9417,3.3297,55.97055,23.206714
9418,3.3296,55.997,23.212241
9419,3.3297,55.97454,23.217767
9420,3.3297,55.98725,23.223293
9421,3.3298,55.97817,23.228819
9422,3.3299,55.96836,23.234343
9423,3.3298,56.02671,23.239874
9424,3.3298,56.01153,23.245403
9425,3.3298,56.00353,23.250931
9426,3.3298,55.98638,23.256457
9427,3.3299,55.99081,23.261984
9428,3.3299,55.99212,23.267511
9429,3.3299,56.00157,23.273039
9430,3.3299,55.98747,23.278566
9431,3.3299,56.0031,23.284094
9432,3.33,55.99009,23.289621
9433,3.33,55.96582,23.295145
9434,3.33,55.99961,23.300673
9435,3.33,55.98595,23.306199
9436,3.3302,55.99888,23.311727
9437,3.3301,56.00804,23.317255
9438,3.3302,55.98813,23.322782
9439,3.3302,55.9688,23.328307
9440,3.3302,55.99169,23.333834
9441,3.3302,55.98921,23.33936
9442,3.3302,55.98798,23.344887
9443,3.3303,55.99474,23.350414
9444,3.3303,55.99067,23.355941
9445,3.3303,55.98776,23.361468
9446,3.3304,55.99649,23.366995
9447,3.3304,55.99946,23.372523
9448,3.3304,56.00986,23.378051
9449,3.3304,56.02199,23.383581
9450,3.3305,55.99227,23.389108
9451,3.3304,55.98558,23.394635
9452,3.3306,55.96946,23.400159
9453,3.3305,55.98282,23.405686
9454,3.3306,55.98072,23.411211
9455,3.3307,55.98602,23.416738
9456,3.3307,55.99445,23.422265
9457,3.3307,55.99169,23.427792
9458,3.3307,55.99816,23.43332
9459,3.3307,55.99794,23.438847
9460,3.3308,55.9927,23.444374
9461,3.3308,55.99365,23.449901
9462,3.3308,56.01523,23.455431
9463,3.3308,55.99823,23.460958
9464,3.3309,55.98457,23.466485
9465,3.3308,55.96117,23.472008
9466,3.331,56.00207,23.477536
9467,3.331,55.99786,23.483064
9468,3.331,55.95761,23.488588
9469,3.331,55.98195,23.494114
9470,3.331,55.9845,23.49964
9471,3.3311,55.98144,23.505166
9472,3.3311,55.99605,23.510693
9473,3.3311,55.9975,23.516221
9474,3.3311,55.98573,23.521747
9475,3.3312,55.97417,23.527272
9476,3.3312,55.98006,23.532798
9477,3.3313,55.99721,23.538326
9478,3.3313,55.98936,23.543852
9479,3.3313,55.98696,23.549379
9480,3.3313,55.99903,23.554906
9481,3.3313,55.98863,23.560433
9482,3.3314,55.99241,23.56596
9483,3.3313,55.97461,23.571485
9484,3.3314,55.98798,23.577012
9485,3.3313,55.97984,23.582538
9486,3.3313,56.00615,23.588066
9487,3.3315,55.99365,23.593593
9488,3.3314,55.98036,23.599119
9489,3.3314,55.98457,23.604645
9490,3.3314,55.97505,23.610171
9491,3.3315,55.97614,23.615696
9492,3.3315,55.98297,23.621222
9493,3.3315,55.97984,23.626748
9494,3.3316,55.99707,23.632275
9495,3.3316,56.00869,23.637804
9496,3.3317,56.01022,23.643333
9497,3.3316,55.98384,23.648859
9498,3.3318,55.9954,23.654386
9499,3.3317,55.95805,23.65991
9500,3.3317,55.99081,23.665437
9501,3.3318,55.99009,23.670964
9502,3.3318,55.98507,23.67649
9503,3.3318,55.99859,23.682018
9504,3.3319,55.98122,23.687544
9505,3.3319,55.98435,23.69307
9506,3.3319,55.97795,23.698595
9507,3.3319,55.97955,23.704121
9508,3.3318,55.99278,23.709648
9509,3.332,55.98682,23.715175
9510,3.332,55.97614,23.7207
9511,3.332,55.98951,23.726227
9512,3.332,55.97367,23.731752
9513,3.3321,55.98878,23.737279
9514,3.3321,55.98609,23.742805
9515,3.3322,55.97338,23.74833
9516,3.3321,55.9927,23.753857
9517,3.3323,55.98675,23.759384
9518,3.3323,55.98638,23.76491
9519,3.3322,56.00048,23.770438
9520,3.3324,55.99038,23.775965
9521,3.3324,55.98791,23.781491
9522,3.3323,55.97251,23.787016
9523,3.3323,55.99081,23.792543
9524,3.3323,55.96546,23.798068
9525,3.3324,55.97309,23.803593
9526,3.3325,55.99547,23.80912
9527,3.3324,55.99067,23.814647
9528,3.3325,55.98566,23.820173
9529,3.3325,55.99823,23.825701
9530,3.3324,55.98769,23.831228
9531,3.3325,55.96917,23.836752
9532,3.3326,55.98261,23.842278
9533,3.3326,56.00695,23.847807
9534,3.3327,56.01356,23.853336
9535,3.3327,55.98507,23.858862
9536,3.3327,55.99401,23.864389
9537,3.3328,55.99982,23.869917
9538,3.3327,56.0161,23.875447
9539,3.3327,55.99147,23.880973
9540,3.3327,56.00629,23.886502
9541,3.3328,55.99881,23.892029
9542,3.3328,56.01058,23.897558
9543,3.3329,55.99052,23.903085
9544,3.3329,55.95332,23.908608
9545,3.3329,55.99532,23.914136
9546,3.3329,55.98507,23.919662
9547,3.3328,55.99554,23.925189
9548,3.3329,55.9975,23.930717
9549,3.3329,55.99234,23.936244
9550,3.3329,55.98529,23.94177
9551,3.3329,55.99103,23.947297
9552,3.333,55.98805,23.952824
9553,3.333,55.97577,23.958349
9554,3.3331,56.00556,23.963877
9555,3.3331,55.9938,23.969404
9556,3.3331,55.99198,23.974931
9557,3.3331,55.97171,23.980456
9558,3.3331,55.97084,23.985981
9559,3.3331,55.98696,23.991508
9560,3.3332,55.98754,23.997034
9561,3.3332,55.99234,24.002561
9562,3.3332,56.00898,24.00809
9563,3.3333,55.9749,24.013615
9564,3.3332,55.99874,24.019143
9565,3.3332,55.97439,24.024668
9566,3.3332,56.00949,24.030197
9567,3.3333,55.98311,24.035723
9568,3.3333,55.99845,24.041251
9569,3.3334,56.00411,24.046779
9570,3.3334,55.98987,24.052306
9571,3.3334,55.98268,24.057832
9572,3.3334,55.97483,24.063357
9573,3.3335,55.98827,24.068884
9574,3.3335,55.98493,24.07441
9575,3.3336,55.95674,24.079933
9576,3.3335,55.97468,24.085459
9577,3.3335,55.98195,24.090985
9578,3.3336,56.01305,24.096514
9579,3.3336,55.99067,24.102041
9580,3.3336,56.00724,24.107569
9581,3.3337,55.99081,24.113096
9582,3.3338,56.01007,24.118625
9583,3.3338,55.99975,24.124152
9584,3.3338,55.99597,24.12968
9585,3.3338,55.9845,24.135206
9586,3.3338,55.98943,24.140733
9587,3.3338,55.99263,24.14626
9588,3.3339,56.00782,24.151788
9589,3.3339,55.98363,24.157315
9590,3.3339,55.98602,24.162841
9591,3.3339,55.98624,24.168367
9592,3.334,56.00455,24.173896
9593,3.3339,55.98856,24.179422
9594,3.3341,56.00302,24.18495
9595,3.3341,55.96778,24.190475
9596,3.3341,55.99932,24.196003
9597,3.3341,55.993,24.20153
9598,3.3341,55.98341,24.207056
9599,3.3341,55.9922,24.212583
9600,3.3341,55.98827,24.21811
9601,3.3341,55.9959,24.223637
9602,3.3341,55.9927,24.229164
9603,3.3341,55.96197,24.234688
9604,3.3343,55.97229,24.240213
9605,3.3341,55.98936,24.24574
9606,3.3342,55.98871,24.251266
9607,3.3342,55.9704,24.256791
9608,3.3343,55.99932,24.262319
9609,3.3343,55.9728,24.267844
9610,3.3343,56.00396,24.273372
9611,3.3344,55.99387,24.278899
9612,3.3344,55.99023,24.284426
9613,3.3344,55.99583,24.289954
9614,3.3345,55.99125,24.29548
9615,3.3345,56.00506,24.301009
9616,3.3345,55.99518,24.306536
9617,3.3345,56.00448,24.312064
9618,3.3346,55.97388,24.317589
9619,3.3346,55.97905,24.323115
9620,3.3346,55.97417,24.32864
9621,3.3346,56.0076,24.334169
9622,3.3346,55.99241,24.339696
9623,3.3347,56.01385,24.345225
9624,3.3347,55.99794,24.350753
9625,3.3347,55.98275,24.356279
9626,3.3348,55.99569,24.361806
9627,3.3347,55.99278,24.367333
9628,3.3349,55.9874,24.37286
9629,3.3348,56.01283,24.378389
9630,3.3348,55.98892,24.383915
9631,3.3347,55.98188,24.389441
